HHID,tenur,hhinc,nwork,ncars,nchil,hhsiz,true_hhsiz,true_nwork,true_nchil,hhtype,puma,i_age,i_sex,race_,i_eth,i_inc,emply,indus,edu_q,tenur_prox,geoid
15388,Owned free and clear,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005031
15389,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131911103003
15390,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270009004
15391,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131911103001
15392,Rented,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15393,Owned free and clear,101-150K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390104031
15394,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
15395,Rented,26-50K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15396,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131911103001
15397,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15398,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15399,Rented,51-75K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15400,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15401,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270001011
15402,Owned with mortgage or loan,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
15403,Rented,101-150K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270001012
15404,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15405,Owned free and clear,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009005
15406,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15407,Rented,1-25K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005032
15408,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
15409,Rented,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15410,Owned free and clear,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390101002
15411,Rented,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15412,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15413,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
15414,Rented,76-100K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
15415,Rented,1-25K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005032
15416,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390104031
15417,Rented,1-25K,1,0,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15418,Rented,>150K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270001011
15419,Rented,1-25K,1,0,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15420,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009001
15421,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15422,Owned free and clear,>150K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390104031
15423,Owned free and clear,1-25K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
15424,Owned with mortgage or loan,1-25K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270008004
15425,Rented,51-75K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15426,Rented,1-25K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15427,Rented,51-75K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15428,Rented,76-100K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15429,Rented,1-25K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270009004
15430,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15431,Rented,76-100K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
15432,Rented,26-50K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15433,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270001011
15434,Rented,76-100K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270001011
15435,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15436,Owned with mortgage or loan,76-100K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
15437,Rented,26-50K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15438,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270004031
15439,Owned free and clear,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009001
15440,Owned free and clear,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009005
15441,Owned free and clear,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390101002
15442,Rented,76-100K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15443,Rented,1-25K,1,0,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15444,Owned free and clear,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270001012
15445,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15446,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15447,Owned free and clear,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390101002
15448,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009004
15449,Rented,<=0K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15450,Rented,26-50K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15451,Rented,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15452,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15453,Owned free and clear,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131911103002
15454,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009001
15455,Owned free and clear,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005013
15456,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390101002
15457,Owned free and clear,1-25K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390104031
15458,Owned with mortgage or loan,1-25K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
15459,Owned with mortgage or loan,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270008004
15460,Owned free and clear,1-25K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009001
15461,Owned with mortgage or loan,51-75K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270001012
15462,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15463,Rented,26-50K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103021
15464,Owned free and clear,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009005
15465,Rented,76-100K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15466,Owned with mortgage or loan,26-50K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009001
15467,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390101002
15468,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131911103003
15469,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103021
15470,Owned with mortgage or loan,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270008004
15471,Owned with mortgage or loan,76-100K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005041
15472,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103021
15473,Owned with mortgage or loan,76-100K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
15474,Rented,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15475,Rented,51-75K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15476,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
15477,Owned free and clear,1-25K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
15478,Owned free and clear,1-25K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
15479,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005032
15480,Rented,76-100K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15481,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
15482,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009004
15483,Owned with mortgage or loan,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009001
15484,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005041
15485,Rented,1-25K,1,0,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15486,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009005
15487,Owned free and clear,51-75K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270001012
15488,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
15489,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270001011
15490,Rented,51-75K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15491,Owned free and clear,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009001
15492,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15493,Rented,51-75K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15494,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
15495,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009001
15496,Owned free and clear,26-50K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270004031
15497,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15498,Owned with mortgage or loan,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005041
15499,Owned with mortgage or loan,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
15500,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15501,Owned free and clear,1-25K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
15502,Owned free and clear,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009005
15503,Owned free and clear,1-25K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270008002
15504,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005041
15505,Rented,<=0K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005032
15506,Rented,76-100K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15507,Owned free and clear,1-25K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005041
15508,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15509,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009004
15510,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005011
15511,Rented,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15512,Owned with mortgage or loan,76-100K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390104031
15513,Owned free and clear,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270004031
15514,Rented,<=0K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15515,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15516,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15517,Rented,101-150K,1,0,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103021
15518,Rented,76-100K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15519,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
15520,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15521,Rented,76-100K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15522,Owned with mortgage or loan,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131911103001
15523,Owned with mortgage or loan,1-25K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
15524,Rented,101-150K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15525,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15526,Owned with mortgage or loan,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270004031
15527,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270004031
15528,Rented,1-25K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
15529,Owned with mortgage or loan,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005011
15530,Rented,1-25K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
15531,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15532,Owned with mortgage or loan,1-25K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
15533,Owned free and clear,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009001
15534,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
15535,Owned with mortgage or loan,51-75K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005041
15536,Owned free and clear,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009003
15537,Owned free and clear,51-75K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390104031
15538,Owned with mortgage or loan,76-100K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390104031
15539,Rented,51-75K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15540,Owned with mortgage or loan,26-50K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131911103001
15541,Owned with mortgage or loan,101-150K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009001
15542,Owned with mortgage or loan,51-75K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390104031
15543,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009001
15544,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15545,Owned free and clear,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270004031
15546,Rented,76-100K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
15547,Rented,51-75K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15548,Rented,51-75K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15549,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15550,Rented,1-25K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15551,Owned free and clear,1-25K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
15552,Rented,76-100K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15553,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
15554,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15555,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15556,Rented,26-50K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15557,Owned with mortgage or loan,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131911103002
15558,Owned free and clear,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270004031
15559,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15560,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15561,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15562,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15563,Owned with mortgage or loan,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009003
15564,Owned free and clear,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
15565,Owned free and clear,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270004031
15566,Rented,101-150K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15567,Rented,51-75K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15568,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005043
15569,Owned free and clear,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009005
15570,Owned with mortgage or loan,76-100K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005041
15571,Rented,1-25K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15572,Rented,1-25K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15573,Owned free and clear,1-25K,0,0,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005033
15574,Rented,1-25K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,131270005032
15575,Owned with mortgage or loan,51-75K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390104031
15576,Owned free and clear,>150K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390104031
15577,Owned with mortgage or loan,51-75K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270001012
15578,Rented,1-25K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15579,Rented,101-150K,1,0,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15580,Rented,1-25K,1,0,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15581,Owned with mortgage or loan,101-150K,1,1,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131911103002
15582,Owned with mortgage or loan,76-100K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270005041
15583,Owned free and clear,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,131270009005
15584,Owned free and clear,26-50K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390101002
15585,Rented,76-100K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15586,Rented,51-75K,1,2+,0,1,1,1,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390103023
15587,Rented,26-50K,0,2+,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Rented,130390105001
15588,Owned with mortgage or loan,76-100K,0,1,0,1,1,0,0,SM,1300100,NA,NA,NA,NA,NA,NA,NA,NA,Owned,130390104031
